Título,Descripción,Fecha,Fecha_año,Fecha_mes,Fecha_dia,Fecha_hora,Enlace permanente,Tipo de publicación,Personas alcanzadas,Total de clics,Impresiones,Interacciones,Veces que se compartió,Me gusta,Comentarios,Usuarios que interactúan,Año,Mes,Nombre_Mes,Mes_Y_Año
No tiene Título,"Curiosidades #8

Grupo de investigación Galash
Síguenos en nuestra redes sociales:
Facebook: facebook.com/GrupoGALASH/
Instagram: instagram.com/grupogalash/
Twitter: twitter.com/GrupoGalash
linkedin: linkedin.com/in/galash-grupo-de-investigación

Grupo de investigación GALASH
#UPTC #uptcsogamoso #UPTCSomosTodos #investigación #curiosidades #IA #investigación #data #datos #basededatos #videojuegos #programacion ##computación",2024-02-05 07:02:00,2024,02,05,07:02,https://www.facebook.com/GrupoGALASH/posts/pfbid0347CbUwn3dxiWvAoEo58eB8NMDmgTafsC9npniGZNRMLmVZYizzcFm7k1GwYEwc2kl,Foto,54,1.0,80.0,18,1,17,0,14.0,2024,2,February,February 2024
No tiene Título,"Frases! 

Síguenos en nuestra redes sociales:
Facebook: facebook.com/GrupoGALASH/
Instagram: instagram.com/grupogalash/
Twitter: twitter.com/GrupoGalash
linkedin: linkedin.com/in/galash-grupo-de-investigación

Grupo de investigación GALASH
#UPTC #uptcsogamoso #UPTCSomosTodos #investigación #curiosidades #frases #investigación #piesapositivo #InnovaciónTecnológica 🌐💻",2024-01-08 05:01:00,2024,01,08,05:01,https://www.facebook.com/GrupoGALASH/posts/pfbid02rMHupFaB4FUBXQQoRhnseVDziXXK3XjNYnsHo2cmYXXxx9LrEvpHfRUFn37t8Bmwl,Foto,57,2.0,75.0,18,1,17,0,14.0,2024,1,January,January 2024
No tiene Título,"¿Sabías qué? #6

Grupo de investigación Galash
Síguenos en nuestra redes sociales:
Facebook: facebook.com/GrupoGALASH/
Instagram: instagram.com/grupogalash/
Twitter: twitter.com/GrupoGalash
linkedin: linkedin.com/in/galash-grupo-de-investigación

Grupo de investigación GALASH
#UPTC #uptcsogamoso #UPTCSomosTodos #investigación #curiosidades #IA #investigación #data #datos #basededatos #videojuegos #programacion ##computación Ver menos",2024-01-10 06:01:00,2024,01,10,06:01,https://www.facebook.com/GrupoGALASH/posts/pfbid02ZjJ5EYAeBJJLphRb6E8BFtkT7EagKgBSrZoRc3qUJsyyysbrSWNBjPnjbaJWQ9kNl,Foto,57,3.0,71.0,15,1,14,0,14.0,2024,1,January,January 2024
Actualización de estado,No tiene descripción,2024-01-10 09:01:00,2024,01,10,09:01,https://www.facebook.com/GrupoGALASH/posts/pfbid02wfGKKmvd4XHPuULDamPGyv8vz1e88DfJXV3wnFVEQop2gkdnaFQogmZU8DyUvragl,Foto,67,4.0,80.0,15,1,13,1,15.0,2024,1,January,January 2024
Fotos de la biografía,No tiene descripción,2024-01-14 09:01:00,2024,01,14,09:01,https://www.facebook.com/GrupoGALASH/posts/pfbid08i7SZUWTbc9SXfFPBxoa4un8HLFDaukvCgbaywZNL67BSMYYqS1fWjrAPsXDwtW8l,Foto,60,0.0,71.0,17,2,15,0,13.0,2024,1,January,January 2024
No tiene Título,"Curiosidades #5

Grupo de investigación Galash
Síguenos en nuestra redes sociales:
Facebook: facebook.com/GrupoGALASH/
Instagram: instagram.com/grupogalash/
Twitter: twitter.com/GrupoGalash
linkedin: linkedin.com/in/galash-grupo-de-investigación

Grupo de investigación GALASH
#UPTC #uptcsogamoso #UPTCSomosTodos #investigación #curiosidades #IA #investigación #data #datos #basededatos #videojuegos #programacion ##computación",2024-01-15 07:01:00,2024,01,15,07:01,https://www.facebook.com/GrupoGALASH/posts/pfbid02bkUeyzzpKZUH6daKGzLd9S35MxvRmRbeGJpazGeb9sCoJD4XxhF72bcmQ6dCx1xxl,Foto,66,2.0,80.0,17,1,16,0,14.0,2024,1,January,January 2024
No tiene Título,"¿Sabías qué? #7

Grupo de investigación Galash
Síguenos en nuestra redes sociales:
Facebook: facebook.com/GrupoGALASH/
Instagram: instagram.com/grupogalash/
Twitter: twitter.com/GrupoGalash
linkedin: linkedin.com/in/galash-grupo-de-investigación

Grupo de investigación GALASH
#UPTC #uptcsogamoso #UPTCSomosTodos #investigación #curiosidades #IA #investigación #data #datos #basededatos #videojuegos #programacion ##computación",2024-01-17 06:01:00,2024,01,17,06:01,https://www.facebook.com/GrupoGALASH/posts/pfbid021j3tGZJCqpCCxFbjftkDrq8VeCJUKAextnhZgz47baDRFveRNXCm6NPwyVpMdXmcl,Foto,62,7.0,74.0,17,1,16,0,13.0,2024,1,January,January 2024
Actualización de estado,No tiene descripción,2024-01-18 11:01:00,2024,01,18,11:01,https://www.facebook.com/GrupoGALASH/posts/pfbid0386cjeQ4UrPM42AnRndPppkCsLtj9K5Sn2DbhVy1GcDwwTGkQEroYHK6i3aR6V7dql,Foto,56,12.0,66.0,12,0,12,0,19.0,2024,1,January,January 2024
No tiene Título,"Frases! 

Síguenos en nuestra redes sociales:
Facebook: facebook.com/GrupoGALASH/
Instagram: instagram.com/grupogalash/
Twitter: twitter.com/GrupoGalash
linkedin: linkedin.com/in/galash-grupo-de-investigación

Grupo de investigación GALASH
#UPTC #uptcsogamoso #UPTCSomosTodos #investigación #curiosidades #frases #investigación #piesapositivo #InnovaciónTecnológica 🌐💻",2024-01-19 07:01:00,2024,01,19,07:01,https://www.facebook.com/GrupoGALASH/posts/pfbid0wgU41E8Jhn18VwNcKtTWQnes5Hcry1m2TZH6A5uozEZTVKZHBjnnDhLyUHrqQbokl,Foto,97,6.0,120.0,20,2,17,1,15.0,2024,1,January,January 2024
No tiene Título,"Curiosidades #6

Grupo de investigación Galash
Síguenos en nuestra redes sociales:
Facebook: facebook.com/GrupoGALASH/
Instagram: instagram.com/grupogalash/
Twitter: twitter.com/GrupoGalash
linkedin: linkedin.com/in/galash-grupo-de-investigación

Grupo de investigación GALASH
#UPTC #uptcsogamoso #UPTCSomosTodos #investigación #curiosidades #IA #investigación #data #datos #basededatos #videojuegos #programacion ##computación",2024-01-22 07:01:00,2024,01,22,07:01,https://www.facebook.com/GrupoGALASH/posts/pfbid0hB7WK7HgPAQ29LdkQwYqdGUhKCRKYT9wqCcCBWxLB9wrcZvBcp1FZvWXGDNuiuXel,Foto,63,2.0,71.0,15,1,14,0,11.0,2024,1,January,January 2024
Actualización de estado,"🎯 #NoticiasUPTC | Posesión de la nueva nueva Directora de Investigaciones de la #UPTC 👍

Yolanda Torres Pérez, docente que integra la Organización para las Mujeres en Ciencia para el Mundo en Desarrollo, OWSD, es investigadora en áreas de biomecánica, bioingeniería, biomateriales y energías renovables.",2024-01-23 09:01:00,2024,01,23,09:01,https://www.facebook.com/GrupoGALASH/posts/pfbid0Kf4QBnY98xfdc4uNsYqQCxy8Ari74pLwpYRM2ShDWAZ81dWD6S335G7CAziQUPeel,Video,27,2.0,35.0,12,0,12,0,12.0,2024,1,January,January 2024
Actualización de estado,No tiene descripción,2024-01-23 09:01:00,2024,01,23,09:01,https://www.facebook.com/GrupoGALASH/posts/pfbid022etdzUP6XdJkJ8v3QRh4m9UQbDgrMvsJQnjneaiGAnAHVdtyJ54YAMx3D6u9XgN3l,Foto,31,0.0,44.0,14,1,13,0,13.0,2024,1,January,January 2024
No tiene Título,"¿Sabías qué? #8

Grupo de investigación Galash
Síguenos en nuestra redes sociales:
Facebook: facebook.com/GrupoGALASH/
Instagram: instagram.com/grupogalash/
Twitter: twitter.com/GrupoGalash
linkedin: linkedin.com/in/galash-grupo-de-investigación

Grupo de investigación GALASH
#UPTC #uptcsogamoso #UPTCSomosTodos #investigación #curiosidades #IA #investigación #data #datos #basededatos #videojuegos #programacion ##computación",2024-01-24 06:01:00,2024,01,24,06:01,https://www.facebook.com/GrupoGALASH/posts/pfbid02yw5hodXhSfPKGymRpKNiFDnFPaobiWBt2fKMdafCAN8WKd8s1EF21FTL7fWqaYe1l,Foto,63,4.0,73.0,13,0,13,0,13.0,2024,1,January,January 2024
Uptc 2.0,No tiene descripción,2024-01-25 14:01:00,2024,01,25,14:01,https://www.facebook.com/GrupoGALASH/posts/pfbid0tRCw3EoygJVPYyqHC9kSvm57Njg31EDhxqVznaimLynXTJqhNB2CkiRtmAoApTKnl,Otro,29,1.0,36.0,12,0,12,0,12.0,2024,1,January,January 2024
Actualización de estado,No tiene descripción,2024-01-26 11:01:00,2024,01,26,11:01,https://www.facebook.com/GrupoGALASH/posts/pfbid06tHe4Kowr4eHkFg87PBaeVYpYst6ZCewkAKdAfyRqGWB9Fghk9AN8EDjCp2xxryml,Foto,48,4.0,57.0,11,0,11,0,14.0,2024,1,January,January 2024
No tiene Título,"Curiosidades #7

Grupo de investigación Galash
Síguenos en nuestra redes sociales:
Facebook: facebook.com/GrupoGALASH/
Instagram: instagram.com/grupogalash/
Twitter: twitter.com/GrupoGalash
linkedin: linkedin.com/in/galash-grupo-de-investigación

Grupo de investigación GALASH
#UPTC #uptcsogamoso #UPTCSomosTodos #investigación #curiosidades #IA #investigación #data #datos #basededatos #videojuegos #programacion ##computación",2024-01-29 07:01:00,2024,01,29,07:01,https://www.facebook.com/GrupoGALASH/posts/pfbid02chxRSxQKvvhW66kWjbYwc8eVQDv9KQQVCGHDDJHxaoaGUVUVjKmrHCSpceU7Ah5kl,Foto,60,2.0,64.0,12,0,12,0,13.0,2024,1,January,January 2024
Actualización de estado,No tiene descripción,2024-01-30 06:01:00,2024,01,30,06:01,https://www.facebook.com/GrupoGALASH/posts/pfbid0KWm2XcpNRQRPDH2QYfjRjAyuyVoDGu41LvSLLVbJgkYbFRBUVRWg6s5ypHnVnHmul,Foto,36,2.0,44.0,13,0,13,0,14.0,2024,1,January,January 2024
No tiene Título,"¿Sabías qué? #9

Grupo de investigación Galash
Síguenos en nuestra redes sociales:
Facebook: facebook.com/GrupoGALASH/
Instagram: instagram.com/grupogalash/
Twitter: twitter.com/GrupoGalash
linkedin: linkedin.com/in/galash-grupo-de-investigación

Grupo de investigación GALASH
#UPTC #uptcsogamoso #UPTCSomosTodos #investigación #curiosidades #IA #investigación #data #datos #basededatos #videojuegos #programacion ##computación",2024-01-31 06:01:00,2024,01,31,06:01,https://www.facebook.com/GrupoGALASH/posts/pfbid02WTNu6s3TuYE9tj15vBJrkRnGF1EUnDdMRjjrsNkRoioHjnKVaKxVd9quU9yy2vzHl,Foto,58,2.0,64.0,14,0,14,0,14.0,2024,1,January,January 2024
Actualización de estado,"El grupo de investigación GALASH le da la bienvenida a los estudiantes de nuevo ingreso! 
Te amamos #UPTC",2024-01-31 09:01:00,2024,01,31,09:01,https://www.facebook.com/GrupoGALASH/posts/pfbid02ZsGUBLGBx2NKhUUoBNuFRBn3m28Am3Px7yi3xqSU3ypu6ta1zboasR9Z2Hgixvn1l,Foto,63,4.0,69.0,17,0,17,0,17.0,2024,1,January,January 2024
Uptc 2.0,No tiene descripción,2024-01-31 10:01:00,2024,01,31,10:01,https://www.facebook.com/GrupoGALASH/posts/pfbid0fmKCbJzV369Pyf7B5dS4r2KVeLVjfAhcHFkoyqPD47owqAFpZ6ShmvSfXpaHAHrSl,Otro,53,1.0,64.0,13,0,13,0,14.0,2024,1,January,January 2024
Actualización de estado,No tiene descripción,2024-01-03 06:01:00,2024,01,03,06:01,https://www.facebook.com/GrupoGALASH/posts/pfbid02QZLFbLrS6FSTaRHBVgm712smEFDDjTfRZibZQV3pfiT2DZgNWyDtngnkHmhyTzGol,Foto,44,0.0,54.0,16,1,15,0,15.0,2024,1,January,January 2024
Actualización de estado,No tiene descripción,2024-01-07 13:01:00,2024,01,07,13:01,https://www.facebook.com/GrupoGALASH/posts/pfbid027Nnn4mFrsqCv2iUrS8EGbafbLTHNtXsVJhT4F1UuBmktHyL3vHB7yjtpL985cgYsl,Foto,40,0.0,49.0,14,1,13,0,13.0,2024,1,January,January 2024
Actualización de estado,No tiene descripción,2023-07-19 16:07:00,2023,07,19,16:07,https://www.facebook.com/GrupoGALASH/posts/pfbid0c2Xqj1qrDs8LQmiWGGzAsUh2S62agLTQW8RGPMjAkYZrMGihmRuauk6U6CpM1UzVl,Foto,23,2.0,28.0,13,0,13,0,14.0,2023,7,July,July 2023
No tiene Título,No tiene descripción,2023-07-19 16:07:00,2023,07,19,16:07,https://www.facebook.com/photo.php?fbid=110539922112649&set=a.110538862112755&type=3,Foto,22,3.0,26.0,15,0,15,0,,2023,7,July,July 2023
No tiene Título,"Grupo de investigación GALASH apoyando en las actividades realizadas en el marco de la celebración de los 15 años de la escuela de ingeniería de sistemas y computación!

Semillero SIIIS #UPTC #uptcsogamoso #investigación #uptc_seccional_sogamoso #GALASH #SIIIS #semillero_de_investigación #sogamoso",2023-07-30 09:07:00,2023,07,30,09:07,https://www.facebook.com/GrupoGALASH/posts/pfbid0azFLyub9vY8BoWMAxRooVwyCYdr2Lmfg9DWisAX3iDYnQQ7jASNFy6Auq6XLAWjkl,Foto,36,3.0,45.0,9,0,9,0,12.0,2023,7,July,July 2023
No tiene Título,"Culmino con éxito la maratón de programación en celebración de los 15 años de la escuela de ingeniería de sistemas y computación - Grupo de investigación Galash

#UPTC #uptcsogamoso #investigación #uptc_seccional_sogamoso #GALASH #SIIIS #semillero_de_investigación #sogamoso",2023-07-30 08:07:00,2023,07,30,08:07,https://www.facebook.com/GrupoGALASH/posts/pfbid024V3U5Tz2uFpAWnPJWQCsXEdgJ4aHmoqMwR7PDSA6ZrJGVVnM8iLMGw95Z98uS8r5l,Foto,29,6.0,36.0,9,0,9,0,10.0,2023,7,July,July 2023
No tiene Título,"Celebramos los 15 años de nuestro Programa de Ingeniería de Sistemas y Computación. - Grupo de investigación Galash

#UPTC #uptcsogamoso #investigación #uptc_seccional_sogamoso #GALASH #SIIIS #semillero_de_investigación #sogamoso",2023-07-29 13:07:00,2023,07,29,13:07,https://www.facebook.com/GrupoGALASH/posts/pfbid02Am3JxxWsAE4N38MMTj7DmAcdHF1wAqaveq1uj5bLiL7o7DPVJJtGuzxCF5qTeEeMl,Foto,31,12.0,41.0,18,1,17,0,14.0,2023,7,July,July 2023
Actualización de estado,No tiene descripción,2023-07-29 13:07:00,2023,07,29,13:07,https://www.facebook.com/GrupoGALASH/posts/pfbid0rfCoVwtUabtXPvn8dszcqvF3MJ6wzMpo54aqTCy5r8QmoMhNS7QfYCAitG2u3NSpl,Foto,28,0.0,36.0,9,0,9,0,9.0,2023,7,July,July 2023
Actualización de estado,No tiene descripción,2023-07-27 07:07:00,2023,07,27,07:07,https://www.facebook.com/GrupoGALASH/posts/pfbid0hYX1LqDWLvZqQY43hERJ1UDrExGUdKcV7e27eibaEnnLCfpyKZ1bWVkmHzMRqKzwl,Foto,33,1.0,43.0,9,0,9,0,10.0,2023,7,July,July 2023
No tiene Título,"¡Felices 15 años! 
Ingeniería de Sistemas y Computación.
@semillero_siiis #UPTC #uptcsogamoso #investigación #uptc_seccional_sogamoso #GALASH #SIIIS #semillero_de_investigación #sogamoso",2023-07-27 07:07:00,2023,07,27,07:07,https://www.facebook.com/GrupoGALASH/posts/pfbid02REksMGfyPhdusEB7nPVuTDErFx461YDg1Z5UbH5DoPwhKNLoykN3BYwzaTyeEs8ml,Foto,42,4.0,55.0,16,1,15,0,12.0,2023,7,July,July 2023
Actualización de estado,No tiene descripción,2023-07-27 07:07:00,2023,07,27,07:07,https://www.facebook.com/GrupoGALASH/posts/pfbid04qFMNBWW5k2r4RxGLys3DZhA7TWttUEi2ogMxGCr4jB3gm5VFh8qQ8Lsfu5Rg685l,Foto,30,0.0,44.0,9,0,9,0,9.0,2023,7,July,July 2023
Actualización de estado,No tiene descripción,2023-07-27 07:07:00,2023,07,27,07:07,https://www.facebook.com/GrupoGALASH/posts/pfbid0sLC7AJL21WVAcejNXkMZBK3FyCW2YFKZ7xgRt7gNoztFabX8q1YK8Rhq6esisFsjl,Foto,26,0.0,31.0,10,0,10,0,10.0,2023,7,July,July 2023
Actualización de estado,No tiene descripción,2023-07-27 07:07:00,2023,07,27,07:07,https://www.facebook.com/GrupoGALASH/posts/pfbid0219CK2xyAtUUUMDbwN2Cc5ikYyNWJ9z25BrrFeguEqVpLKpuKdd49AeW2uY1QR2F8l,Foto,26,0.0,30.0,9,0,9,0,9.0,2023,7,July,July 2023
Actualización de estado,No tiene descripción,2023-07-21 10:07:00,2023,07,21,10:07,https://www.facebook.com/GrupoGALASH/posts/pfbid02yFDj5f3xb3sNBKgYacSFT7NnJrVxSVtAwxe8wYyS1THNW3h2oYvV9cw7ZRTcrU4Ll,Foto,27,4.0,35.0,13,0,13,0,13.0,2023,7,July,July 2023
Actualización de estado,No tiene descripción,2023-07-20 12:07:00,2023,07,20,12:07,https://www.facebook.com/GrupoGALASH/posts/pfbid024iFvqDws5FX8ZxK6W9Dn5vpLVyVYno88py3nbWNr9DJu5WQCH7vdHeW5qnVSkPJ2l,Foto,26,4.0,34.0,12,0,12,0,12.0,2023,7,July,July 2023
No tiene Título,"Dia de investigación de la UPTC seccional Sogamoso 2022
Semillero SIIIS #UPTC #uptcsogamoso #investigación #uptc_seccional_sogamoso #GALASH #SIIIS #semillero_de_investigación #sogamoso",2023-07-19 17:07:00,2023,07,19,17:07,https://www.facebook.com/GrupoGALASH/posts/pfbid0jugk9PASNvKQG3AugG6DBGHjZzphbtfqydHAccEySyu7txfZhW9nZjjtYyMgAmu7l,Foto,33,9.0,56.0,23,2,21,0,16.0,2023,7,July,July 2023
Actualización de estado,No tiene descripción,2023-07-19 16:07:00,2023,07,19,16:07,https://www.facebook.com/GrupoGALASH/posts/pfbid02omnSC2yoxa7ZvHoqWam4UaCGjHrYPSxFrZTDxed97Mz6i9F6rrC77dsfTibSKpzPl,Foto,23,1.0,30.0,12,0,12,0,12.0,2023,7,July,July 2023
Actualización de estado,No tiene descripción,2024-03-01 08:03:00,2024,03,01,08:03,https://www.facebook.com/GrupoGALASH/posts/pfbid0esDnzdyzCmJpgsHBVqoyo7XDWKQczpzV372sMe9Rj2u4ojVmjCghQk7Eh2KbKKJtl,Foto,23,2.0,33.0,13,1,12,0,13.0,2024,3,March,March 2024
Actualización de estado,No tiene descripción,2024-03-01 08:03:00,2024,03,01,08:03,https://www.facebook.com/GrupoGALASH/posts/pfbid02VhutkCfAR1dVi9pLYveTRfGBTPdkSp7uk8V5pk9YF36ZVrX6CZ9Ribq2kUQFGc4Hl,Foto,27,1.0,39.0,13,1,12,0,13.0,2024,3,March,March 2024
No tiene Título,"Curiosidades #12

Grupo de investigación Galash
Síguenos en nuestra redes sociales:
Facebook: facebook.com/GrupoGALASH/
Instagram: instagram.com/grupogalash/
Twitter: twitter.com/GrupoGalash
linkedin: linkedin.com/in/galash-grupo-de-investigación

Grupo de investigación GALASH
#UPTC #uptcsogamoso #UPTCSomosTodos #investigación #curiosidades #IA #investigación #data #datos #basededatos #videojuegos #programacion #computación",2024-03-04 07:03:00,2024,03,04,07:03,https://www.facebook.com/GrupoGALASH/posts/pfbid02783gpe1PPQNnAgSQyRabDZBUBaGqDZQ3tGMtcgTMiLC7i3p5Vc2QcDPgwetSZoKnl,Foto,47,0.0,57.0,18,1,17,0,16.0,2024,3,March,March 2024
Actualización de estado,No tiene descripción,2024-03-06 08:03:00,2024,03,06,08:03,https://www.facebook.com/GrupoGALASH/posts/pfbid02PM11dbAUP1sYwconafTnMsLXsmth8zYbUnB8pHjz9EbRNVUV987XZ3LZc8tGVC65l,Foto,51,5.0,60.0,15,1,13,1,16.0,2024,3,March,March 2024
Actualización de estado,No tiene descripción,2024-03-06 16:03:00,2024,03,06,16:03,https://www.facebook.com/GrupoGALASH/posts/pfbid0ERTMzNNgGbtxX5cr9m799qRJR2cJ99vKzVauyTbwuLXmhHAmR8HPWCd8Keh8YuVCl,Foto,37,1.0,46.0,13,1,12,0,12.0,2024,3,March,March 2024
Actualización de estado,No tiene descripción,2024-03-07 15:03:00,2024,03,07,15:03,https://www.facebook.com/GrupoGALASH/posts/pfbid0bFRpdK8vodM6PZ7B15AERhUbuGVar7J2PMNesKQLBsvRncVb9RQhsyxfuhy7Bm9yl,Foto,48,11.0,57.0,12,1,11,0,17.0,2024,3,March,March 2024
Actualización de estado,No tiene descripción,2024-03-11 08:03:00,2024,03,11,08:03,https://www.facebook.com/GrupoGALASH/posts/pfbid032YSrwHxEKbzH4byQbiRdLks8GRC4rMPSAvgMoQM6NW4KMLjh375g6pmFg1YatWmCl,Foto,46,6.0,49.0,12,1,11,0,15.0,2024,3,March,March 2024
Actualización de estado,No tiene descripción,2024-03-11 08:03:00,2024,03,11,08:03,https://www.facebook.com/GrupoGALASH/posts/pfbid02fqa9cktRyMD8JRrGHe9CEv5JFaiYZeCr5GpoSzE937B8yNyNbycdysgaNWtrweYNl,Foto,33,3.0,39.0,12,1,11,0,12.0,2024,3,March,March 2024
Actualización de estado,No tiene descripción,2024-03-12 19:03:00,2024,03,12,19:03,https://www.facebook.com/GrupoGALASH/posts/pfbid02WgGLGn6sTJkrgpRXx5aiN1WB1oH6QTCVYVPCeLoxHxzgnbLh3QkRRsqPDZyTPCWTl,Foto,15,1.0,18.0,11,1,10,0,10.0,2024,3,March,March 2024
Actualización de estado,No tiene descripción,2024-03-12 19:03:00,2024,03,12,19:03,https://www.facebook.com/GrupoGALASH/posts/pfbid02JPtSEmxyhKVFxdKwjDN3BuZ6CCoxmiToe1QftLP68M4xLkpxg6S3SymH96RKeNCql,Foto,50,8.0,55.0,12,1,11,0,16.0,2024,3,March,March 2024
Actualización de estado,No tiene descripción,2024-03-13 05:03:00,2024,03,13,05:03,https://www.facebook.com/GrupoGALASH/posts/pfbid0eTCGn3wZxmAKr45Dnr6Mi8aTxtaWYZvjcaFQHzyBHykLkZ3dVBm67J2jg4mcCE5bl,Foto,24,1.0,26.0,11,0,11,0,12.0,2024,3,March,March 2024
Actualización de estado,No tiene descripción,2024-03-13 05:03:00,2024,03,13,05:03,https://www.facebook.com/GrupoGALASH/posts/pfbid02jGfPuTQgEBw3jhB3Qk1pyEm5VApKQnVynos6uWoNPxD7vP8716d44Kc49xVWiwPil,Foto,21,2.0,25.0,12,1,11,0,11.0,2024,3,March,March 2024
Actualización de estado,No tiene descripción,2024-03-13 05:03:00,2024,03,13,05:03,https://www.facebook.com/GrupoGALASH/posts/pfbid0ikCC8u6coZUKKYn5uGe6ZULLepUdSHZAzjPjgzHqmQVfpE8dnyCi8CXrt6t2FzuNl,Video,22,0.0,26.0,11,0,11,0,11.0,2024,3,March,March 2024
Actualización de estado,Te amamos UPTC!,2024-03-13 19:03:00,2024,03,13,19:03,https://www.facebook.com/GrupoGALASH/posts/pfbid0Qs8nTbmrr3PdpqvzjogkdsH6KZWkkZcNxqgZDPNetYk3QHWYVNYuQMFJ4HFRyKv4l,Foto,45,3.0,52.0,12,1,11,0,14.0,2024,3,March,March 2024
Actualización de estado,No tiene descripción,2024-03-13 19:03:00,2024,03,13,19:03,https://www.facebook.com/GrupoGALASH/posts/pfbid02C3xb1DuMrsPPCvqCGtNWkq9ut1htRaWK3WAbQe7oVDU6nbcXaREF4ydn1ieAGvzZl,Video,25,2.0,32.0,13,0,13,0,13.0,2024,3,March,March 2024
Actualización de estado,No tiene descripción,2024-03-16 12:03:00,2024,03,16,12:03,https://www.facebook.com/GrupoGALASH/posts/pfbid02HYJjszxQ4NX9WhEwaLLw8QDQDCav3FUbCNrkCmQZLNp4hJqdcqXKJu1pkqUwobn5l,Foto,25,1.0,29.0,12,1,11,0,12.0,2024,3,March,March 2024
"UPTC, sexta entre las universidades públicas en el ranking mundial de SCImago - Boyacá Sie7e Días",No tiene descripción,2024-03-18 17:03:00,2024,03,18,17:03,https://www.facebook.com/GrupoGALASH/posts/pfbid02JVM9Nuhi7mMZGqRDQGaz519iWepQZXqrCzaM4yvSRjjfJi4FzSnDWmzM634CYwmvl,Otro,36,1.0,38.0,13,1,12,0,12.0,2024,3,March,March 2024
Actualización de estado,No tiene descripción,2024-03-18 17:03:00,2024,03,18,17:03,https://www.facebook.com/GrupoGALASH/posts/pfbid03PGMzL7pAmKNVihaa45gNdnGzc143817UNhSVSGPHeSsFkCLf9USMy1eFYSPFL7dl,Video,15,1.0,21.0,11,0,11,0,11.0,2024,3,March,March 2024
Actualización de estado,No tiene descripción,2024-03-18 17:03:00,2024,03,18,17:03,https://www.facebook.com/GrupoGALASH/posts/pfbid0KrrWxuguErwcFnjKRWtEYweBHdD74Gv9LyomYniaArFSvn76gL4qbNLRgQ9Z71ccl,Foto,20,3.0,28.0,12,1,11,0,12.0,2024,3,March,March 2024
Actualización de estado,No tiene descripción,2024-03-19 11:03:00,2024,03,19,11:03,https://www.facebook.com/GrupoGALASH/posts/pfbid02XYB5edeyZLTyTKaBCtVfmcgj24Rcz6HTfyPoqca4yhZ4qmMRw5z1HvHMpDkykRTZl,Video,17,1.0,20.0,11,0,11,0,11.0,2024,3,March,March 2024
No tiene Título,"¿Sabías qué? #13

Grupo de investigación Galash
Síguenos en nuestra redes sociales:
Facebook: facebook.com/GrupoGALASH/
Instagram: instagram.com/grupogalash/
Twitter: twitter.com/GrupoGalash
linkedin: linkedin.com/in/galash-grupo-de-investigación

Grupo de investigación GALASH
#UPTC #uptcsogamoso #UPTCSomosTodos #investigación #curiosidades #IA #investigación #data #datos #basededatos #videojuegos #programacion #computación",2024-03-20 08:03:00,2024,03,20,08:03,https://www.facebook.com/GrupoGALASH/posts/pfbid02B8mqaXM7k84CZWvx7DRrZctcD2T869RpDj1yg5SrPHrvzqBeGdHfYfLeS4ESMWAxl,Foto,35,4.0,36.0,16,1,15,0,13.0,2024,3,March,March 2024
Actualización de estado,No tiene descripción,2024-03-22 13:03:00,2024,03,22,13:03,https://www.facebook.com/GrupoGALASH/posts/pfbid02MMTU4QJ21NvYdqbqx6ffKGSEcdjr4vUq1YRr51nQSJgtWA6hFEz1ys3mPicokdMAl,Foto,20,0.0,20.0,11,0,11,0,11.0,2024,3,March,March 2024
Actualización de estado,No tiene descripción,2024-03-22 13:03:00,2024,03,22,13:03,https://www.facebook.com/GrupoGALASH/posts/pfbid024ZCC4QJa2AQRKXNNbBBDmJSuHXSqXLcHCJ1saaGqQUovk5mMsxrB7EXZMojZs66zl,Video,18,0.0,20.0,12,0,12,0,12.0,2024,3,March,March 2024
Actualización de estado,No tiene descripción,2024-03-22 13:03:00,2024,03,22,13:03,https://www.facebook.com/GrupoGALASH/posts/pfbid02fvbYfKFAWooTwF7QuYesnYw2g8FoZy8Zo6fFGUUeUDQ5sqUSWuHMqZnBjR3ALdq1l,Foto,36,1.0,46.0,12,0,12,0,12.0,2024,3,March,March 2024
Actualización de estado,No tiene descripción,2024-03-22 13:03:00,2024,03,22,13:03,https://www.facebook.com/GrupoGALASH/posts/pfbid024xg1vjw1nDiU5TXHi98Yza1fQBvnLV4STFoHphe3d2owMwefT3KseWX5pgg5P4d8l,Foto,31,0.0,42.0,13,1,12,0,12.0,2024,3,March,March 2024
No tiene Título,"Curiosidades #13

Grupo de investigación Galash
Síguenos en nuestra redes sociales:
Facebook: facebook.com/GrupoGALASH/
Instagram: instagram.com/grupogalash/
Twitter: twitter.com/GrupoGalash
linkedin: linkedin.com/in/galash-grupo-de-investigación

Grupo de investigación GALASH
#UPTC #uptcsogamoso #UPTCSomosTodos #investigación #curiosidades #IA #investigación #data #datos #basededatos #videojuegos #programacion 
#computacion",2024-03-25 08:03:00,2024,03,25,08:03,https://www.facebook.com/GrupoGALASH/posts/pfbid02j6qKTDUxg9Cta34EmmDeJuxWp2P9TrecEsuVsJJWExPD342zd5P2FvxspifnGxvYl,Foto,38,1.0,45.0,12,1,11,0,12.0,2024,3,March,March 2024
